weaponName,skinName,caseName,wearName,rarityName,StatTrak,nameID,market_name,market_hash_name,border_color,image,latest,min,avg,max,mean,median,unstable,unstable_reason,first_seen
Tec-9,Blue Titanium,CSGO Weapon Case 2,Factory New,Mil_Spec Grade,0,1915310,Tec-9 | Blue Titanium (Factory New),Tec-9 | Blue Titanium (Factory New),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhh3czceClD4tWjmdPbgcj4OrzZgiUGvpUm0rmXoN6m3VXt8kU4NWHyLILHdA46YF3ZrgfrlOm608XouZ7J1zI97dumq2ev,4.28,2.26,3.62,6.75,3.51,3.4585,False,False,1383782400000
Tec-9,Brother,Fracture Case,Battle-Scarred,Restricted,0,176185987,Tec-9 | Brother (Battle-Scarred),Tec-9 | Brother (Battle-Scarred),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09ujkZKCm_v1DLPUl31IpsZ3jrCY84-m0Q3nqhU_YGj0cIOcd1BtMl7R-Vbtkue7hpXouJ6YwXV9-n51a4--tnk,0.37,0.34,0.39,0.43,0.39,0.385,False,False,1596754800000
Tec-9,Brother,Fracture Case,Factory New,Restricted,0,176185988,Tec-9 | Brother (Factory New),Tec-9 | Brother (Factory New),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09ujkZKCm_v1DLfYkWNFppIo3LySoY-l0QXg-EVtNjygI4-TJ1VtNV3V_1m3wu7vjJDqu5ifwHR9-n51hBXCino,1.58,0.81,1.55,6.17,1.54,1.53,False,False,1596754800000
Tec-9,Brother,Fracture Case,Field-Tested,Restricted,0,176185904,Tec-9 | Brother (Field-Tested),Tec-9 | Brother (Field-Tested),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09ujkZKCm_v1DLbUkmJE5YshjLHAoI2i3AKyqEZrMmygIIPEcwJqMAvW-wfol-7o1Me8vp_LzycwpGB8smdZHHiA,0.54,0.5,0.54,0.57,0.54,0.54,False,False,1596754800000
Tec-9,Brother,Fracture Case,Minimal Wear,Restricted,0,176185981,Tec-9 | Brother (Minimal Wear),Tec-9 | Brother (Minimal Wear),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09ujkZKCm_v1DLfYkWNFppIo3LySoY-l0QXg-EVtNjygI4-TJ1VtNV3V_1m3wu7vjJDqu5ifwHR9-n51hBXCino,0.96,0.68,0.9,1.04,0.9,0.89,False,False,1596754800000
Tec-9,Brother,Fracture Case,Well-Worn,Restricted,0,176185955,Tec-9 | Brother (Well-Worn),Tec-9 | Brother (Well-Worn),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09ujkZKCm_v1DLbUkmJE5YshjLHAoI2i3AKyqEZrMmygIIPEcwJqMAvW-wfol-7o1Me8vp_LzycwpGB8smdZHHiA,0.4,0.39,0.43,0.46,0.42,0.42,False,False,1596754800000
Tec-9,Cracked Opal,Spectrum 2 Case,Battle-Scarred,Mil_Spec Grade,0,175917252,Tec-9 | Cracked Opal (Battle-Scarred),Tec-9 | Cracked Opal (Battle-Scarred),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09-klYOAkvPLPKvQmlRZ7cRnk6eV89ig0QO3qUtkZG_1I4bGcABtMF_W-gS_wr3njZK9uMjMwHo37iYm-z-DyG2vQF8B,0.08,0.03,0.08,0.1,0.07,0.074,False,False,1505430000000
Tec-9,Cracked Opal,Spectrum 2 Case,Factory New,Mil_Spec Grade,0,175917379,Tec-9 | Cracked Opal (Factory New),Tec-9 | Cracked Opal (Factory New),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09-klYOAkvPLPKvQmlRd4cJ5nqfFo4msi1flqEBtZmzzctfAI1U3Ml3V-VW_k7vugpbt7svJznBnv3Il-z-DyKmyxRUt,0.46,0.29,0.41,0.48,0.4,0.41,False,False,1505430000000
Tec-9,Cracked Opal,Spectrum 2 Case,Field-Tested,Mil_Spec Grade,0,175917244,Tec-9 | Cracked Opal (Field-Tested),Tec-9 | Cracked Opal (Field-Tested),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09-klYOAkvPLPKvQmlRc7cF4n-SPo46i3QTjqhBlaj_3LNOVIQ8_aF6F_FDqk-fnh5DtvJrMn3Zh6CFztGGdwUK0IugKrQ,0.07,0.06,0.08,0.1,0.08,0.078,False,False,1505430000000
Tec-9,Cracked Opal,Spectrum 2 Case,Minimal Wear,Mil_Spec Grade,0,175917267,Tec-9 | Cracked Opal (Minimal Wear),Tec-9 | Cracked Opal (Minimal Wear),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09-klYOAkvPLPKvQmlRd4cJ5nqfFo4msi1flqEBtZmzzctfAI1U3Ml3V-VW_k7vugpbt7svJznBnv3Il-z-DyKmyxRUt,0.12,0.1,0.14,0.18,0.14,0.1415,False,False,1505430000000
Tec-9,Cracked Opal,Spectrum 2 Case,Well-Worn,Mil_Spec Grade,0,175917257,Tec-9 | Cracked Opal (Well-Worn),Tec-9 | Cracked Opal (Well-Worn),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09-klYOAkvPLPKvQmlRc7cF4n-SPo46i3QTjqhBlaj_3LNOVIQ8_aF6F_FDqk-fnh5DtvJrMn3Zh6CFztGGdwUK0IugKrQ,0.07,0.05,0.08,0.11,0.08,0.075,False,False,1505430000000
Tec-9,Cut Out,Operation Hydra Case,Battle-Scarred,Mil_Spec Grade,0,175896322,Tec-9 | Cut Out (Battle-Scarred),Tec-9 | Cut Out (Battle-Scarred),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhhwszcdD4b09--lYyAqOf1J6_UhGVu4MBwnPCPpY_3i1Cw-URpMjjwItKQJFdrMAuG_lG6yerphsC-uc7OmHo26XUhtGGdwULQDHs-Ag,0.88,0.75,2.39,3.85,2.35,2.4425,True,LOW_SALES_WEEK,1495580400000
Tec-9,Cut Out,Operation Hydra Case,Factory New,Mil_Spec Grade,0,175896314,Tec-9 | Cut Out (Factory New),Tec-9 | Cut Out (Factory New),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhhwszcdD4b09--lYyAqOf1J6_UhGVu5Mx2gv2P8Nyh2gGw-xJpZTqiIdeXcAI-M1_R_li7kOu605Tu75mYn3I2syMh5GGdwULq_VC6dg,5.9,3.57,5.32,9.04,5.3,5.2405,True,LOW_SALES_3PLUS_MONTHS,1495580400000
Tec-9,Cut Out,Operation Hydra Case,Field-Tested,Mil_Spec Grade,0,175896315,Tec-9 | Cut Out (Field-Tested),Tec-9 | Cut Out (Field-Tested),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhhwszcdD4b09--lYyAqOf1J6_UhGVu5cB1g_zMu9ml2Azt-xI6a2HxJIfDcw43YlqE_ge8yejqhJK5up_MyyY37nYktHrD30vgd21iNgc,1.72,0.88,2.07,2.27,2.02,2.1255,False,False,1495580400000
Tec-9,Cut Out,Operation Hydra Case,Minimal Wear,Mil_Spec Grade,0,175896305,Tec-9 | Cut Out (Minimal Wear),Tec-9 | Cut Out (Minimal Wear),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhhwszcdD4b09--lYyAqOf1J6_UhGVu5Mx2gv2P8Nyh2gGw-xJpZTqiIdeXcAI-M1_R_li7kOu605Tu75mYn3I2syMh5GGdwULq_VC6dg,2.36,0.88,2.21,2.8,2.21,2.36,False,False,1495580400000
Tec-9,Cut Out,Operation Hydra Case,Well-Worn,Mil_Spec Grade,0,175896283,Tec-9 | Cut Out (Well-Worn),Tec-9 | Cut Out (Well-Worn),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhhwszcdD4b09--lYyAqOf1J6_UhGVu5cB1g_zMu9ml2Azt-xI6a2HxJIfDcw43YlqE_ge8yejqhJK5up_MyyY37nYktHrD30vgd21iNgc,1.68,0.97,1.84,2.11,1.82,1.901,False,False,1495580400000
Tec-9,Decimator,Shattered Web Case,Battle-Scarred,Classified,0,176096759,Tec-9 | Decimator (Battle-Scarred),Tec-9 | Decimator (Battle-Scarred),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09izl4mGluP7IYTZk2pH8Ytz3--T8Nvw3lbj_EJqYGn3ctLEJ1dsNVjV-Qe_l7zq1pW0vp2anXMwpGB8slESiCkq,8.33,5.87,7.22,8.33,7.13,7.1135,False,False,1574121600000
Tec-9,Decimator,Shattered Web Case,Factory New,Classified,0,176096582,Tec-9 | Decimator (Factory New),Tec-9 | Decimator (Factory New),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09izl4mGluP7IYTdn2xZ_Isg27uSo92j2wLi_BZtNz33ItWWJg44aAzY_lXrwubr1JS_uZnNzHNgpGB8smiJY1x5,34.36,13.66,33.85,55.07,33.74,33.231,True,LOW_SALES_WEEK,1574121600000
Tec-9,Decimator,Shattered Web Case,Field-Tested,Classified,0,176096432,Tec-9 | Decimator (Field-Tested),Tec-9 | Decimator (Field-Tested),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09izl4mGluP7IYTck29Y_cg_jL3ApYijigPtrxFpZm_zcoDBcAVvNVDV-gDql--6hZbuu5ydyiZr6z5iuyiEVn4Pew,8.11,5.75,8.51,10.2,8.47,8.506,False,False,1574121600000
Tec-9,Decimator,Shattered Web Case,Minimal Wear,Classified,0,176096563,Tec-9 | Decimator (Minimal Wear),Tec-9 | Decimator (Minimal Wear),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09izl4mGluP7IYTdn2xZ_Isg27uSo92j2wLi_BZtNz33ItWWJg44aAzY_lXrwubr1JS_uZnNzHNgpGB8smiJY1x5,17.37,13.8,17.68,27.97,17.73,17.04,False,False,1574121600000
Tec-9,Decimator,Shattered Web Case,Well-Worn,Classified,0,176097035,Tec-9 | Decimator (Well-Worn),Tec-9 | Decimator (Well-Worn),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09izl4mGluP7IYTck29Y_cg_jL3ApYijigPtrxFpZm_zcoDBcAVvNVDV-gDql--6hZbuu5ydyiZr6z5iuyiEVn4Pew,10.46,7.72,9.92,11.6,9.9,9.88,True,LOW_SALES_WEEK,1574121600000
Tec-9,Flash Out,CS20 Case,Battle-Scarred,Mil_Spec Grade,0,176091815,Tec-9 | Flash Out (Battle-Scarred),Tec-9 | Flash Out (Battle-Scarred),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09q6lZODqP_xMq3I2DsB6Zx3jLjF8Yqh0VXt80VsMGiiI4HDIwU8MwzQrAO9lL3tgJ7vvZTXiSw0hmZWsNo,0.07,0.04,0.08,0.11,0.08,0.075,False,False,1571353200000
Tec-9,Flash Out,CS20 Case,Factory New,Mil_Spec Grade,0,176091850,Tec-9 | Flash Out (Factory New),Tec-9 | Flash Out (Factory New),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09q6lZODqPv9NLPF2DIGv5Um3OuU84miiQayrxFlYGr0cNOXIwVoN1-D_gO2x-m6jMS6u5nXiSw0NsQKleo,0.29,0.22,0.31,1.28,0.3,0.3,False,False,1571353200000
Tec-9,Flash Out,CS20 Case,Field-Tested,Mil_Spec Grade,0,176091808,Tec-9 | Flash Out (Field-Tested),Tec-9 | Flash Out (Field-Tested),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09q6lZODqPrxN7LEmyVSv8Yh0rjE9Ims3VLn-hBrYWGhd4PBdgI-NQnWrwfrx7zuhp60uJrA1zI97X2s0wSm,0.07,0.06,0.08,0.1,0.08,0.084,False,False,1571353200000
Tec-9,Flash Out,CS20 Case,Minimal Wear,Mil_Spec Grade,0,176091859,Tec-9 | Flash Out (Minimal Wear),Tec-9 | Flash Out (Minimal Wear),D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09q6lZODqPv9NLPF2DIGv5Um3OuU84miiQayrxFlYGr0cNOXIwVoN1-D_gO2x-m6jMS6u5nXiSw0NsQKleo,0.15,0.1,0.14,0.17,0.14,0.14,False,False,1571353200000
Tec-9,Flash Out,CS20 Case,Well-Worn,Mil_Spec Grade,0,176091816,Tec-9 | Flash Out (Well-Worn),Tec-9 | Flash Out (Well-Worn),D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhjxszcdD4b09q6lZODqPrxN7LEmyVSv8Yh0rjE9Ims3VLn-hBrYWGhd4PBdgI-NQnWrwfrx7zuhp60uJrA1zI97X2s0wSm,0.14,0.09,0.15,0.19,0.15,0.155,False,False,1571353200000
Tec-9,Fubar,Danger Zone Case,Battle-Scarred,Mil_Spec Grade,0,176024768,Tec-9 | Fubar (Battle-Scarred),Tec-9 | Fubar (Battle-Scarred),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09qjloGZqP_xMq3I2GgE68cm2u2SoN733Aa3-0BqYGr0LYLAJwY5NQrT-Ae-wOnv15_qtJ_XiSw0yLYEEQk,0.07,0.06,0.08,0.1,0.08,0.075,False,False,1544054400000
Tec-9,Fubar,Danger Zone Case,Field-Tested,Mil_Spec Grade,0,176024786,Tec-9 | Fubar (Field-Tested),Tec-9 | Fubar (Field-Tested),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09qjloGZqPrxN7LEmyUC7MEj2u2X89X32wPsr0dkMWHxJoTEdwU6Zl3U-wLtlOvugcK76snO1zI97Uoz-DMz,0.08,0.07,0.09,0.11,0.09,0.086,False,False,1544054400000
Tec-9,Fubar,Danger Zone Case,Minimal Wear,Mil_Spec Grade,0,176024875,Tec-9 | Fubar (Minimal Wear),Tec-9 | Fubar (Minimal Wear),#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09qjloGZqPv9NLPF2DsB7pMl2rmWrNSm3QLlrUZrMGHzLNSXcVM3Y17QrwPrkOjrhpHu75rXiSw0u_Jn4OQ,0.92,0.59,1.0,1.14,1.0,1.022,False,False,1544054400000
Tec-9,Fubar,Danger Zone Case,Well-Worn,Mil_Spec Grade,0,176024771,Tec-9 | Fubar (Well-Worn),Tec-9 | Fubar (Well-Worn),#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpoor-mcjhnwMzcdD4b09qjloGZqPrxN7LEmyUC7MEj2u2X89X32wPsr0dkMWHxJoTEdwU6Zl3U-wLtlOvugcK76snO1zI97Uoz-DMz,0.07,0.07,0.08,0.1,0.08,0.082,False,False,1544054400000
